hotel,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,arrival_date,year_res_status_date,month_res_status_date,day_res_status_date,reservation_status_day
City Hotel,0,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-04,2015,7,8,2015-08-01
City Hotel,1,286,31,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-30,2014,10,17,2015-08-01
Resort Hotel,0,34,31,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,108.06,0,1,processed,2015-07-29,2015,8,4,2015-08-01
Resort Hotel,0,91,29,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,100.86,0,0,processed,2015-07-13,2015,7,20,2015-08-01
Resort Hotel,1,77,28,0,3,2,0.0,0,BB,Direct,Direct,0,0,0,D,No Deposit,Transient,97.0,0,0,processed,2015-07-09,2015,6,2,2015-08-01
Resort Hotel,1,69,30,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,135.0,0,0,processed,2015-07-20,2015,6,8,2015-08-01
Resort Hotel,0,38,30,2,1,2,2.0,0,BB,Direct,Direct,0,0,0,C,No Deposit,Transient,162.0,1,1,processed,2015-07-25,2015,7,28,2015-08-01
City Hotel,1,43,27,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,86.0,0,0,processed,2015-07-03,2015,6,16,2015-08-01
City Hotel,1,76,28,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,76.5,0,1,processed,2015-07-07,2015,6,17,2015-08-01
Resort Hotel,0,57,30,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,151.86,0,0,processed,2015-07-21,2015,7,28,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,6,29,2015-08-01
City Hotel,1,281,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
City Hotel,0,19,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,29,2015-08-01
Resort Hotel,0,30,30,1,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,164.0,1,0,processed,2015-07-22,2015,7,27,2015-08-01
Resort Hotel,0,0,30,1,0,2,0.0,0,BB,Direct,Direct,0,0,0,G,No Deposit,Transient,153.0,0,0,processed,2015-07-20,2015,7,21,2015-08-01
Resort Hotel,1,235,28,2,3,2,0.0,0,HB,Online TA,TA/TO,0,2,0,A,No Deposit,Transient,40.0,0,0,processed,2015-07-11,2015,6,17,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,108,30,2,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,112.05,0,1,processed,2015-07-21,2015,7,29,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-02,2014,10,17,2015-08-01
City Hotel,1,125,29,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-15,2015,6,20,2015-08-01
Resort Hotel,0,11,28,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,110.5,0,1,processed,2015-07-10,2015,7,12,2015-08-01
Resort Hotel,1,28,30,2,5,2,1.0,0,FB,Direct,Direct,0,0,0,F,No Deposit,Transient,240.64,0,0,processed,2015-07-20,2015,7,20,2015-08-01
City Hotel,1,20,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,17,2015-08-01
City Hotel,0,18,27,2,2,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-04,2015,7,8,2015-08-01
Resort Hotel,0,7,27,0,4,2,0.0,0,BB,Direct,Direct,0,0,0,G,No Deposit,Transient,153.0,0,1,processed,2015-07-01,2015,7,5,2015-08-01
Resort Hotel,1,137,29,2,5,2,0.0,0,BB,Direct,Direct,1,1,0,A,No Deposit,Transient,8.0,0,0,processed,2015-07-13,2015,2,26,2015-08-01
City Hotel,1,27,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
City Hotel,1,180,30,2,5,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,76.5,0,2,processed,2015-07-19,2015,7,6,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-02,2014,10,17,2015-08-01
Resort Hotel,0,10,27,0,2,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,153.0,1,0,processed,2015-07-03,2015,7,5,2015-08-01
Resort Hotel,1,15,29,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,134.0,0,1,processed,2015-07-17,2015,7,6,2015-08-01
Resort Hotel,0,183,27,0,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,55.68,0,0,processed,2015-07-04,2015,7,5,2015-08-01
City Hotel,0,18,29,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,75.0,0,0,processed,2015-07-18,2015,7,20,2015-08-01
City Hotel,1,117,31,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-08-01,2015,7,28,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,1,138,28,2,2,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient-Party,76.5,0,2,processed,2015-07-05,2015,5,14,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
City Hotel,1,274,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,6,2015-08-01
Resort Hotel,0,40,30,0,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.0,0,0,processed,2015-07-25,2015,7,26,2015-08-01
Resort Hotel,1,42,29,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,120.0,0,0,processed,2015-07-13,2015,6,1,2015-08-01
Resort Hotel,1,80,31,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,134.0,0,2,processed,2015-08-01,2015,7,16,2015-08-01
City Hotel,1,117,31,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-08-01,2015,7,28,2015-08-01
City Hotel,0,67,28,2,3,2,2.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,106.25,0,0,processed,2015-07-10,2015,7,15,2015-08-01
City Hotel,1,265,28,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-09,2014,10,17,2015-08-01
Resort Hotel,1,75,27,0,3,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,105.5,0,0,processed,2015-07-01,2015,4,22,2015-08-01
City Hotel,0,132,30,0,1,3,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,130.5,0,0,processed,2015-07-23,2015,7,24,2015-08-01
Resort Hotel,1,256,31,4,6,2,0.0,0,BB,Online TA,TA/TO,0,1,0,E,No Deposit,Transient-Party,166.0,0,1,processed,2015-08-01,2015,4,16,2015-08-01
City Hotel,0,96,28,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-11,2015,7,14,2015-08-01
City Hotel,0,4,27,0,2,1,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,63.0,0,0,processed,2015-07-03,2015,7,5,2015-08-01
City Hotel,1,271,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-15,2015,6,29,2015-08-01
City Hotel,1,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,6,16,2015-08-01
City Hotel,0,273,29,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,87.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,77,31,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,195.0,0,1,processed,2015-07-27,2015,8,1,2015-08-01
Resort Hotel,0,82,28,2,6,3,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,112.0,0,1,processed,2015-07-08,2015,7,16,2015-08-01
City Hotel,1,103,29,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-18,2015,7,16,2015-08-01
City Hotel,1,62,27,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-02,2015,7,2,2015-08-01
City Hotel,1,264,28,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-08,2015,6,29,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,6,29,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-22,2015,1,1,2015-08-01
City Hotel,1,147,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,75.0,0,0,processed,2015-07-21,2015,7,10,2015-08-01
Resort Hotel,0,8,28,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,131.0,0,0,processed,2015-07-11,2015,7,14,2015-08-01
City Hotel,1,181,27,0,2,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient-Party,76.5,0,3,processed,2015-07-01,2015,6,17,2015-08-01
Resort Hotel,1,74,31,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.0,0,1,processed,2015-07-27,2015,6,29,2015-08-01
City Hotel,1,138,28,2,2,1,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient-Party,68.0,0,2,processed,2015-07-05,2015,5,14,2015-08-01
City Hotel,1,265,28,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-09,2015,1,1,2015-08-01
City Hotel,1,136,29,1,2,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,50.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
Resort Hotel,0,10,31,2,5,2,0.0,0,HB,Direct,Direct,0,0,0,D,No Deposit,Transient,219.9,0,0,processed,2015-08-01,2015,8,8,2015-08-01
Resort Hotel,0,1,28,0,2,2,0.0,0,BB,Corporate,Corporate,0,0,0,A,No Deposit,Transient,104.72,1,1,processed,2015-07-08,2015,7,10,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
Resort Hotel,0,152,27,2,5,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,60.35,0,2,processed,2015-07-02,2015,7,9,2015-08-01
City Hotel,1,55,28,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,2,processed,2015-07-07,2015,6,27,2015-08-01
City Hotel,1,106,31,2,5,2,1.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,106.75,0,2,processed,2015-07-29,2015,6,3,2015-08-01
Resort Hotel,0,118,27,4,10,1,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,62.0,0,2,processed,2015-07-01,2015,7,15,2015-08-01
Resort Hotel,0,73,31,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,104.0,0,1,processed,2015-07-30,2015,8,6,2015-08-01
Resort Hotel,0,38,29,4,10,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,109.9,0,2,processed,2015-07-14,2015,7,28,2015-08-01
City Hotel,1,62,29,2,7,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,68.0,0,1,processed,2015-07-15,2015,7,2,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-02,2015,1,1,2015-08-01
Resort Hotel,0,70,31,2,5,2,0.0,0,BB,Direct,Direct,0,0,0,E,No Deposit,Transient,187.14,0,0,processed,2015-08-01,2015,8,8,2015-08-01
Resort Hotel,0,57,29,0,2,2,0.0,0,FB,Groups,Direct,0,0,0,A,No Deposit,Transient,107.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
Resort Hotel,0,37,30,2,3,2,0.0,0,HB,Direct,Direct,0,0,0,D,No Deposit,Transient,146.95,0,2,processed,2015-07-19,2015,7,24,2015-08-01
City Hotel,1,96,30,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-22,2015,7,22,2015-08-01
City Hotel,1,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient-Party,101.5,0,0,processed,2015-07-17,2015,7,6,2015-08-01
Resort Hotel,0,21,28,1,2,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,98.0,0,1,processed,2015-07-10,2015,7,13,2015-08-01
Resort Hotel,0,39,30,0,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.0,0,0,processed,2015-07-24,2015,7,26,2015-08-01
Resort Hotel,0,50,31,0,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,138.8,0,1,processed,2015-07-28,2015,8,2,2015-08-01
City Hotel,0,273,29,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,87.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
City Hotel,0,20,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,24,2015-08-01
City Hotel,1,2,31,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-08-01,2015,7,30,2015-08-01
City Hotel,1,136,29,1,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,60.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
Resort Hotel,0,44,31,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,154.0,0,0,processed,2015-08-01,2015,8,3,2015-08-01
Resort Hotel,0,158,27,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,154.0,0,0,processed,2015-07-04,2015,7,11,2015-08-01
City Hotel,1,279,30,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-23,2014,10,17,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
Resort Hotel,0,104,29,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,88.4,0,0,processed,2015-07-16,2015,7,23,2015-08-01
City Hotel,1,89,28,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-09,2015,6,27,2015-08-01
Resort Hotel,0,31,31,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,F,No Deposit,Transient,167.2,0,0,processed,2015-07-27,2015,7,31,2015-08-01
Resort Hotel,0,31,31,1,3,2,0.0,0,HB,Direct,Direct,0,0,0,A,No Deposit,Transient,145.0,0,0,processed,2015-07-27,2015,7,31,2015-08-01
City Hotel,1,269,29,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-13,2015,1,1,2015-08-01
City Hotel,1,136,29,1,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,60.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
Resort Hotel,0,40,31,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.6,0,0,processed,2015-07-27,2015,8,2,2015-08-01
City Hotel,0,69,28,0,2,2,1.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,76.08,0,0,processed,2015-07-07,2015,7,9,2015-08-01
Resort Hotel,0,2,28,0,1,1,0.0,0,BB,Corporate,Corporate,0,0,0,A,No Deposit,Transient,134.0,0,0,processed,2015-07-09,2015,7,10,2015-08-01
Resort Hotel,0,17,28,0,1,2,2.0,0,BB,Online TA,TA/TO,0,0,0,C,No Deposit,Transient,123.0,0,3,processed,2015-07-09,2015,7,10,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Contract,62.0,0,0,processed,2015-07-27,2015,1,1,2015-08-01
City Hotel,0,18,29,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,75.0,0,0,processed,2015-07-18,2015,7,20,2015-08-01
Resort Hotel,1,86,28,2,5,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,71.0,0,1,processed,2015-07-06,2015,6,26,2015-08-01
Resort Hotel,0,118,31,1,3,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,109.65,0,0,processed,2015-07-30,2015,8,3,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-22,2015,1,1,2015-08-01
Resort Hotel,0,0,30,1,0,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,98.0,0,0,processed,2015-07-19,2015,7,20,2015-08-01
City Hotel,1,119,30,1,0,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,68.0,0,1,processed,2015-07-20,2015,7,9,2015-08-01
Resort Hotel,1,164,28,2,5,2,0.0,0,BB,Direct,Direct,0,0,0,E,No Deposit,Transient,115.0,0,0,processed,2015-07-11,2015,7,11,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
City Hotel,1,283,31,1,1,3,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,84.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
Resort Hotel,0,202,30,5,13,2,1.0,0,HB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,196.0,0,2,processed,2015-07-23,2015,8,10,2015-08-01
Resort Hotel,0,32,30,2,7,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,128.2,0,1,processed,2015-07-24,2015,8,2,2015-08-01
Resort Hotel,0,2,29,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,117.9,0,1,processed,2015-07-13,2015,7,14,2015-08-01
Resort Hotel,0,78,27,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,63.6,1,0,processed,2015-07-01,2015,7,8,2015-08-01
City Hotel,0,273,29,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,87.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
City Hotel,0,20,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,24,2015-08-01
Resort Hotel,0,110,28,4,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,110.7,0,0,processed,2015-07-05,2015,7,16,2015-08-01
Resort Hotel,0,2,29,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,98.0,1,2,processed,2015-07-12,2015,7,13,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,6,29,2015-08-01
Resort Hotel,1,63,27,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,117.0,0,1,processed,2015-07-03,2015,5,13,2015-08-01
Resort Hotel,0,79,27,4,6,2,1.0,0,HB,Direct,Direct,0,0,0,D,No Deposit,Transient,149.0,0,1,processed,2015-07-04,2015,7,14,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
Resort Hotel,0,39,31,3,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,135.0,0,1,processed,2015-07-26,2015,8,3,2015-08-01
Resort Hotel,0,149,27,2,5,2,1.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,69.6,0,1,processed,2015-07-01,2015,7,8,2015-08-01
City Hotel,1,267,28,2,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-11,2015,1,1,2015-08-01
Resort Hotel,1,123,29,2,2,2,0.0,1,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,157.0,0,2,processed,2015-07-18,2015,6,4,2015-08-01
City Hotel,0,0,31,1,2,1,0.0,0,BB,Corporate,Direct,0,0,0,A,No Deposit,Transient,65.0,0,0,processed,2015-07-27,2015,7,30,2015-08-01
Resort Hotel,1,166,29,0,2,2,0.0,0,FB,Groups,TA/TO,0,24,0,A,Non Refund,Transient,121.5,0,0,processed,2015-07-15,2015,4,28,2015-08-01
City Hotel,0,0,31,0,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,0.0,0,0,processed,2015-07-28,2015,7,31,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-22,2015,1,1,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-02,2015,1,1,2015-08-01
Resort Hotel,1,45,30,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,127.0,0,0,processed,2015-07-24,2015,6,17,2015-08-01
Resort Hotel,0,80,28,2,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,1,0,processed,2015-07-05,2015,7,7,2015-08-01
City Hotel,0,1,31,0,1,1,0.0,0,BB,Complementary,TA/TO,0,0,0,A,No Deposit,Transient,0.0,0,1,processed,2015-07-30,2015,7,31,2015-08-01
City Hotel,1,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,18,2015-08-01
Resort Hotel,0,68,30,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,135.0,0,2,processed,2015-07-20,2015,7,24,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-02,2015,1,1,2015-08-01
Resort Hotel,0,98,30,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,118.17,0,0,processed,2015-07-20,2015,7,26,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
Resort Hotel,0,34,28,1,4,2,0.0,0,HB,Direct,Direct,0,0,0,F,No Deposit,Transient,175.0,1,0,processed,2015-07-06,2015,7,11,2015-08-01
City Hotel,1,59,29,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-12,2015,6,15,2015-08-01
Resort Hotel,0,49,29,0,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,136.2,0,2,processed,2015-07-14,2015,7,19,2015-08-01
Resort Hotel,0,181,27,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,153.0,0,1,processed,2015-07-01,2015,7,5,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,286,31,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-30,2014,10,17,2015-08-01
City Hotel,0,257,27,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,80.0,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,0,16,30,2,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,86.0,0,0,processed,2015-07-25,2015,7,28,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-20,2015,1,1,2015-08-01
